codigo_reserva;fecha_reserva;fecha_inicio;fecha_fin;estado_reserva;run_reservante;nombre_reservante;es_socio;lugar_nombre;sucursal_nombre;monto_total;monto_pagado;medio_pago;fecha_pago
RES-00077;08-07-25;08-07-25;"08-07-25 14:00";cancelada;23046980-0;"luis contreras";si;"cancha tenis aire libre";providencia;25000;0;;04-07-25
RES-00079;10-07-25;10-07-25;20-07-25;cancelada;20642956-9;"ana silva";no;"cabana 3";providencia;1200000;0;;09-07-25
RES-00080;06-10-25;06-10-25;15-10-25;ejecutada;20229991-1;"ana silva";si;"cabana 3";providencia;1080000;1080000;transferencia;01-10-25
RES-00081;04-06-25;04-06-25;07-06-25;cancelada;22156789-7;"luis contreras";no;"cabana 12";"santiago centro";360000;0;;31-05-25
RES-00082;09-11-25;09-11-25;19-11-25;cancelada;24949712-6;"luis contreras";si;"cabana 10";"santa cruz";1200000;0;transferencia;07-11-25
RES-00084;06-06-25;06-06-25;"06-06-25 09:00";ejecutada;9706683-3;"ana silva";si;"cancha futbolito techada";"santiago centro";35000;35000;transferencia;06-06-25
RES-00085;10-12-25;10-12-25;11-12-25;reservada;22156789-7;"luis contreras";no;"cabana 7";"santiago centro";120000;0;;05-12-25
RES-00086;18-04-25;18-04-25;23-04-25;ejecutada;13734270-7;"luis contreras";no;"cabana 13";"la florida";600000;600000;efectivo;14-04-25
RES-00087;19-07-25;19-07-25;29-07-25;reservada;10645717-4;"pedro rojas";no;"cabana 2";providencia;1200000;0;;15-07-25
RES-00088;09-04-25;09-04-25;12-04-25;cancelada;19443419-7;"pedro rojas";no;"cabana 16";"santiago centro";360000;0;;07-04-25
RES-00091;01-12-25;01-12-25;10-12-25;cancelada;19208091-6;"maria gonzalez";no;"cabana 16";"la florida";1080000;0;;29-11-25
RES-00092;12-08-25;12-08-25;16-08-25;ejecutada;19443419-7;"pedro rojas";no;"cabana 18";providencia;480000;480000;transferencia;11-08-25
RES-00093;15-03-25;15-03-25;17-03-25;reservada;10216723-6;"juan perez";no;"cabana 6";"santiago centro";240000;0;;14-03-25
RES-00094;14-08-25;14-08-25;16-08-25;cancelada;21351051-7;"ana silva";no;"cabana 11";"santa cruz";240000;0;;11-08-25
RES-00095;01-10-25;01-10-25;03-10-25;ejecutada;15916589-2;"luis contreras";no;"cabana 20";"santiago centro";240000;240000;transferencia;30-09-25
RES-00096;13-09-25;13-09-25;17-09-25;ejecutada;15499152-2;"maria gonzalez";no;"cabana 8";"la florida";480000;480000;tarjeta;12-09-25
RES-00097;06-01-25;06-01-25;10-01-25;cancelada;22307110-4;"luis contreras";si;"cabana 2";providencia;480000;0;;05-01-25
RES-00098;11-07-25;11-07-25;15-07-25;ejecutada;20194778-2;"ana silva";si;"cabana 7";"santa cruz";480000;480000;transferencia;11-07-25
RES-00100;03-06-25;03-06-25;"03-06-25 18:00";cancelada;11483413-0;"ana silva";si;"salon eventos 4";"santa cruz";100000;0;;02-06-25
RES-00101;04-05-25;04-05-25;12-05-25;cancelada;10645717-4;"pedro rojas";si;"cabana 11";"santa cruz";960000;0;;30-04-25
RES-00102;07-11-25;07-11-25;08-11-25;ejecutada;16012079-7;"ana silva";si;"cabana 3";"santiago centro";120000;120000;tarjeta;02-11-25
RES-00104;05-12-25;05-12-25;11-12-25;reservada;5983819-9;"ana silva";no;"cabana 12";"la florida";720000;0;;05-12-25
RES-00110;07-11-25;07-11-25;17-11-25;cancelada;24639890-9;"luis contreras";si;"cabana 15";"santiago centro";1200000;0;;04-11-25
RES-00111;01-01-25;01-01-25;08-01-25;ejecutada;12013508-2;"ana silva";no;"cabana 13";"santa cruz";840000;840000;tarjeta;28-12-24
RES-00112;02-10-25;02-10-25;/05/25;cancelada;6642396-4;"maria gonzalez";si;"cabana 2";"santiago centro";840000;0;;29-09-25
RES-00116;09-07-25;09-07-25;15-07-25;ejecutada;8267419-5;"pedro rojas";no;"cabana 15";"santa cruz";720000;720000;tarjeta;09-07-25
RES-00118;11-01-25;11-01-25;19-01-25;ejecutada;9087517-5;"pedro rojas";si;"cabana 2";"santa cruz";960000;960000;transferencia;06-01-25
RES-00124;03-10-25;03-10-25;05-10-25;reservada;5475559-7;"luis contreras";no;"cabana 9";"santa cruz";240000;0;;30-09-25
RES-00128;18-10-25;18-10-25;19-10-25;reservada;15600733-1;"luis contreras";si;"cabana 17";"santiago centro";120000;0;;16-10-25
RES-00129;18-01-25;18-01-25;23-01-25;cancelada;17877832-3;"pedro rojas";si;"cabana 19";"santa cruz";600000;0;;18-01-25
RES-00132;11-08-25;11-08-25;16-08-25;cancelada;15115625-8;"juan perez";si;"cabana 13";providencia;600000;0;;09-08-25
RES-00133;06-06-25;06-06-25;10-06-25;reservada;9087517-5;"pedro rojas";si;"cabana 8";"santiago centro";480000;0;;04-06-25
RES-00135;04-05-25;04-05-25;13-05-25;ejecutada;13505604-9;"ana silva";no;"cabana 5";"santiago centro";1080000;1080000;transferencia;01-05-25
RES-00137;19-02-25;19-02-25;24-02-25;cancelada;5135966-6;"pedro rojas";si;"cabana 5";"santiago centro";600000;0;;19-02-25
RES-00138;02-08-25;02-08-25;05-08-25;ejecutada;22110547-8;"maria gonzalez";si;"cabana 20";"santa cruz";360000;360000;efectivo;29-07-25
RES-00139;01-03-25;01-03-25;10-03-25;cancelada;15954986-0;"maria gonzalez";no;"cabana 11";providencia;1080000;0;;26-02-25
RES-00141;06-10-25;06-10-25;10-10-25;reservada;7479790-3;"luis contreras";no;"cabana 12";"santiago centro";480000;0;;04-10-25
RES-00142;16-06-25;16-06-25;21-06-25;ejecutada;23939713-1;"pedro rojas";si;"cabana 2";"la florida";600000;600000;efectivo;11-06-25
RES-00144;09-01-25;09-01-25;11-01-25;cancelada;18754494-7;"maria gonzalez";si;"cabana 8";"la florida";240000;0;;09-01-25
RES-00146;17-09-25;17-09-25;26-09-25;cancelada;19652678-1;"juan perez";si;"cabana 14";providencia;1080000;0;;17-09-25
RES-00147;31/02/25;02-03-25;08-03-25;cancelada;16825005-5;"ana silva";no;"cabana 3";"santiago centro";720000;0;;01-03-25
RES-00149;08-11-25;08-11-25;09-11-25;cancelada;19544570-2;"maria gonzalez";si;"cabana 14";"santiago centro";120000;0;;07-11-25
RES-00150;09-11-25;09-11-25;17-11-25;cancelada;12341381-4;"luis contreras";no;"cabana 6";"santa cruz";960000;0;;04-11-25
RES-00151;20-03-25;20-03-25;22-03-25;reservada;18646254-8;"pedro rojas";no;"cabana 2";"la florida";240000;0;;20-03-25
RES-00152;15-07-25;15-07-25;25-07-25;ejecutada;14756759-6;juan;si;"cabana 3";"santa cruz";1200000;1200000;transferencia;13-07-25
RES-00154;06-11-25;06-11-25;12-11-25;ejecutada;12922397-9;"maria gonzalez";si;"cabana 10";"santa cruz";720000;720000;tarjeta;03-11-25
RES-00157;17-08-25;17-08-25;23-08-25;ejecutada;16657576-1;"luis contreras";si;"cabana 16";providencia;720000;720000;efectivo;15-08-25
RES-00163;16-12-25;16-12-25;22-12-25;cancelada;21349217-9;"luis contreras";si;"cabana 15";"la florida";720000;0;;12-12-25
RES-00164;01-09-25;01-09-25;11-09-25;reservada;19362869-9;"luis contreras";si;"cabana 9";providencia;1200000;0;;01-09-25
RES-00165;11-12-25;11-12-25;14-12-25;reservada;11738535-3;"maria gonzalez";si;"cabana 12";providencia;360000;0;;11-12-25
RES-00167;01-09-25;01-09-25;03-09-25;ejecutada;15790934-7;"maria gonzalez";si;"cabana 19";"santa cruz";240000;240000;efectivo;27-08-25
RES-00168;16-05-25;16-05-25;25-05-25;cancelada;10701917-0;"pedro rojas";si;"cabana 11";"santiago centro";1080000;0;;11-05-25
RES-00171;16-01-25;16-01-25;23-01-25;reservada;15819975-0;"pedro rojas";si;"cabana 11";"santiago centro";840000;0;;16-01-25
RES-00172;11-09-25;11-09-25;12-09-25;reservada;16288155-8;"ana silva";no;"cabana 7";"santa cruz";120000;0;;09-09-25
RES-00173;01-04-25;01-04-25;08-04-25;reservada;21947907-7;"maria gonzalez";si;"cabana 17";providencia;840000;0;;28-03-25
RES-00174;12-03-25;12-03-25;15-03-25;cancelada;19599688-1;"juan perez";si;"cabana 1";providencia;360000;0;;07-03-25
RES-00175;20-08-25;20-08-25;21-08-25;reservada;13288053-0;"luis contreras";no;"cabana 14";"santiago centro";120000;0;;15-08-25
RES-00177;07-11-25;07-11-25;12-11-25;ejecutada;16953331-8;"pedro rojas";si;"cabana 7";"santa cruz";600000;600000;efectivo;02-11-25
RES-00179;01-11-25;01-11-25;"01-11-25 12:00";reservada;7735551-0;"ana silva";no;"cancha tenis techada";"santiago centro";35000;0;;28-10-25
RES-00180;08-07-25;08-07-25;18-07-25;reservada;7101185-2;"pedro rojas";no;"cabana 4";"santiago centro";1200000;0;;06-07-25
RES-00182;09-12-25;09-12-25;18-12-25;reservada;7479790-3;"luis contreras";no;"cabana 5";"santiago centro";1080000;0;;05-12-25
RES-00183;06-10-25;06-10-25;16-10-25;ejecutada;21734074-8;"juan perez";si;"cabana 6";"santiago centro";1200000;1200000;efectivo;01-10-25
RES-00184;10-09-25;10-09-25;15-09-25;ejecutada;15804334-3;"luis contreras";no;"cabana 14";"santa cruz";600000;600000;tarjeta;07-09-25
RES-00185;04-11-25;04-11-25;14-11-25;reservada;23369020-1;"ana silva";si;"cabana 13";providencia;1200000;0;;03-11-25
RES-00186;20-12-25;20-12-25;28-12-25;cancelada;18728677-8;"juan perez";si;"cabana 12";providencia;960000;0;;19-12-25
RES-00188;19-03-25;19-03-25;24-03-25;ejecutada;6436217-8;"pedro rojas";si;"cabana 20";"santa cruz";600000;600000;transferencia;14-03-25
RES-00189;20-01-25;20-01-25;29-01-25;ejecutada;10578107-5;luis;si;"cabana 1";"santa cruz";1080000;1080000;tarjeta;20-01-25
RES-00190;20-08-25;20-08-25;"20-08-25 18:00";ejecutada;7101185-2;"pedro rojas";no;"salon eventos 3";providencia;100000;100000;transferencia;18-08-25
RES-00193;14-03-25;14-03-25;17-03-25;reservada;17505864-8;"maria gonzalez";si;"cabana 1";"la florida";360000;0;;11-03-25
RES-00194;08-02-25;08-02-25;18-02-25;reservada;22852757-9;"ana silva";no;"cabana 2";"santa cruz";1200000;0;;06-02-25
RES-00195;15-07-25;15-07-25;16-07-25;ejecutada;13006208-3;"luis contreras";no;"cabana 16";"santa cruz";120000;120000;efectivo;14-07-25
RES-00197;09-09-25;09-09-25;12-09-25;cancelada;17275270-5;"pedro rojas";si;"cabana 15";"la florida";360000;0;;07-09-25
RES-00200;18-11-25;18-11-25;25-11-25;reservada;20128868-1;"ana silva";si;"cabana 19";"santiago centro";840000;0;;15-11-25
RES-00201;04-12-25;04-12-25;11-12-25;cancelada;5058687-1;"ana silva";si;"cabana 7";providencia;840000;0;;03-12-25
RES-00202;19-04-25;19-04-25;27-04-25;reservada;9874086-4;"ana silva";no;"cabana 15";"santa cruz";960000;0;;14-04-25
RES-00203;02-02-25;02-02-25;07-02-25;reservada;9487250-2;"ana silva";si;"cabana 10";"la florida";600000;0;;28-01-25
RES-00204;05-09-25;05-09-25;14-09-25;ejecutada;13532015-3;"luis contreras";no;"cabana 5";"santiago centro";1080000;1080000;tarjeta;02-09-25
RES-00207;18-11-25;18-11-25;22-11-25;cancelada;6365576-7;"juan perez";si;"cabana 9";"santiago centro";480000;0;;14-11-25
RES-00208;14-08-25;14-08-25;24-08-25;reservada;23835968-6;"juan perez";no;"cabana 12";providencia;1200000;0;;13-08-25
RES-00210;14-06-25;14-06-25;21-06-25;ejecutada;22075434-0;"ana silva";no;"cabana 15";"santa cruz";840000;840000;tarjeta;14-06-25
RES-00213;12-07-25;12-07-25;14-07-25;ejecutada;17553993-k;"ana silva";no;"cabana 13";"la florida";240000;240000;tarjeta;11-07-25
RES-00216;06-12-25;abc/12/25;09-12-25;ejecutada;24002475-6;"luis contreras";no;"cabana 20";"santiago centro";360000;360000;transferencia;03-12-25
RES-00217;16-06-25;16-06-25;25-06-25;ejecutada;16012079-7;"ana silva";no;"cabana 11";providencia;1080000;1080000;tarjeta;16-06-25
RES-00219;11-07-25;11-07-25;15-07-25;ejecutada;7735551-0;"ana silva";si;"cabana 1";"santa cruz";480000;480000;transferencia;10-07-25
RES-00220;02-08-25;02-08-25;08-08-25;cancelada;6626889-6;"pedro rojas";no;"cabana 15";providencia;720000;0;;28-07-25
RES-00222;14-11-25;14-11-25;19-11-25;ejecutada;13288053-0;"luis contreras";no;"cabana 9";"la florida";600000;600000;transferencia;13-11-25
RES-00223;19-03-25;19-03-25;26-03-25;cancelada;10119752-2;"juan perez";si;"cabana 20";"santa cruz";840000;0;;16-03-25
RES-00224;07-11-25;07-11-25;15-11-25;ejecutada;13702711-9;luis;no;"cabana 6";"santiago centro";960000;960000;efectivo;07-11-25
RES-00225;12-05-25;12-05-25;16-05-25;reservada;7660832-6;"pedro rojas";no;"cabana 3";providencia;480000;0;;12-05-25
RES-00227;14-01-25;14-01-25;15//25;reservada;19937737-8;"luis contreras";no;"cabana 2";"santa cruz";1200000;0;;14-01-25
RES-00228;08-01-25;08-01-25;16-01-25;reservada;21296743-2;"pedro rojas";si;"cabana 19";"la florida";960000;0;;03-01-25
RES-00229;01-08-25;01-08-25;11-08-25;reservada;5204506-1;"ana silva";si;"cabana 17";"la florida";1200000;0;;30-07-25
RES-00230;14-03-25;14-03-25;22-03-25;cancelada;15499152-2;"maria gonzalez";no;"cabana 1";providencia;960000;0;;09-03-25
RES-00232;01-09-25;01-09-25;02-09-25;reservada;17294352-7;"ana silva";no;"cabana 3";"santa cruz";120000;0;;29-08-25
RES-00233;15-04-25;15-04-25;17-04-25;reservada;21349217-9;"luis contreras";no;"cabana 5";"santa cruz";240000;0;;15-04-25
RES-00234;03-07-25;03-07-25;07-07-25;ejecutada;22746919-6;"maria gonzalez";no;"cabana 7";"la florida";480000;480000;transferencia;01-07-25
RES-00236;14-11-25;14-11-25;16-11-25;cancelada;17647891-8;"maria gonzalez";no;"cabana 2";"la florida";240000;0;;13-11-25
RES-00238;11-09-25;11-09-25;14-09-25;ejecutada;10216723-6;"juan perez";no;"cabana 13";"santa cruz";360000;360000;efectivo;08-09-25
RES-00240;05-03-25;05-03-25;"05-03-25 12:00";reservada;18147916-7;"maria gonzalez";si;"restaurant 2";"la florida";30000;0;;28-02-25
RES-00241;11-07-25;11-07-25;"11-07-25 13:00";reservada;10272070-9;"pedro rojas";si;"cancha tenis aire libre";"santiago centro";25000;0;;07-07-25
RES-00242;11-03-25;11-03-25;16-03-25;reservada;7997541-9;"ana silva";no;"cabana 13";"la florida";600000;0;;10-03-25
RES-00244;11-03-25;11-03-25;19-03-25;cancelada;20394775-3;"pedro rojas";si;"cabana 14";"santa cruz";960000;0;;10-03-25
RES-00245;08-08-25;08-08-25;13-08-25;ejecutada;11727551-5;"maria gonzalez";si;"cabana 15";"santiago centro";600000;600000;efectivo;07-08-25
RES-00247;15-04-25;15-04-25;17-04-25;reservada;17963425-2;"luis contreras";si;"cabana 1";providencia;240000;0;;10-04-25
RES-00249;18-02-25;18-02-25;26-02-25;cancelada;12922397-9;"maria gonzalez";no;"cabana 13";"la florida";960000;0;;18-02-25
RES-00251;06-09-25;06-09-25;14-09-25;cancelada;16094679-2;"ana silva";no;"cabana 16";providencia;960000;0;;03-09-25
RES-00252;07-01-25;07-01-25;12-01-25;cancelada;7130867-7;"luis contreras";si;"cabana 3";providencia;600000;0;;03-01-25
RES-00255;20-12-25;20-12-25;27-12-25;reservada;24402541-2;"luis contreras";no;"cabana 10";"santa cruz";840000;0;;15-12-25
RES-00256;12-08-25;12-08-25;15-08-25;ejecutada;5327894-9;"maria gonzalez";si;"cabana 15";"la florida";360000;360000;transferencia;12-08-25
RES-00258;06-04-25;06-04-25;11-04-25;ejecutada;22746919-6;"maria gonzalez";no;"cabana 7";providencia;600000;600000;tarjeta;05-04-25
RES-00259;07-07-25;07-07-25;15-07-25;cancelada;18568061-4;"ana silva";si;"cabana 16";"santiago centro";960000;0;;04-07-25
RES-00260;06-04-25;06-04-25;12-04-25;reservada;17820790-3;"juan perez";si;"cabana 1";"santiago centro";720000;0;;05-04-25
RES-00261;10-06-25;10-06-25;16-06-25;reservada;18147916-7;"maria gonzalez";si;"cabana 14";"santiago centro";720000;0;;09-06-25
RES-00264;06-12-25;06-12-25;11-12-25;cancelada;8309406-0;"luis contreras";no;"cabana 13";"santiago centro";600000;0;;06-12-25
RES-00265;01-01-25;01-01-25;09-01-25;reservada;16214968-7;"luis contreras";si;"cabana 15";"santa cruz";960000;0;;29-12-24
RES-00266;05-03-25;05-03-25;12-03-25;cancelada;24427724-1;"maria gonzalez";no;"cabana 2";"santa cruz";840000;0;;01-03-25
RES-00269;02-07-25;02-07-25;07-07-25;reservada;15121060-0;"ana silva";si;"cabana 7";"la florida";600000;0;;01-07-25
RES-00270;06-11-25;06-11-25;07-11-25;ejecutada;18910856-7;"maria gonzalez";si;"cabana 2";"santa cruz";120000;120000;transferencia;05-11-25
RES-00273;13-05-25;13-05-25;19-05-25;reservada;11374837-0;"maria gonzalez";no;"cabana 8";providencia;720000;0;;08-05-25
RES-00274;abc/12/25;09-02-25;16-02-25;reservada;17786278-9;"juan perez";si;"cabana 3";"santa cruz";840000;0;;09-02-25
RES-00276;16-12-25;16-12-25;22-12-25;reservada;18154120-2;"maria gonzalez";no;"cabana 10";"santiago centro";720000;0;;11-12-25
RES-00277;16-01-25;16-01-25;22-01-25;ejecutada;19430435-8;"maria gonzalez";no;"cabana 20";"santa cruz";720000;720000;transferencia;11-01-25
RES-00278;02-03-25;02-03-25;11-03-25;cancelada;20128868-5;"ana silva";si;"cabana 12";"la florida";1080000;0;;01-03-25
RES-00279;20-02-25;20-02-25;28-02-25;reservada;6440714-7;"ana silva";no;"cabana 8";providencia;960000;0;;20-02-25
RES-00280;19-05-25;19-05-25;28-05-25;cancelada;19211618-k;"luis contreras";no;"cabana 12";"santa cruz";1080000;0;;16-05-25
RES-00281;08-10-25;08-10-25;18-10-25;ejecutada;19576306-2;"luis contreras";si;"cabana 8";"santa cruz";1200000;1200000;tarjeta;03-10-25
RES-00282;14-08-25;14-08-25;16-08-25;reservada;9179703-8;"maria gonzalez";no;"cabana 11";providencia;240000;0;;10-08-25
RES-00285;11-07-25;11-07-25;15-07-25;cancelada;22863706-8;"luis contreras";si;"cabana 4";"santa cruz";480000;0;;07-07-25
RES-00286;13-10-25;13-10-25;15-10-25;ejecutada;5149595-0;"maria gonzalez";no;"cabana 20";"santiago centro";240000;240000;efectivo;10-10-25
RES-00287;11-07-25;11-07-25;15-07-25;reservada;5757659-6;"pedro rojas";si;"cabana 3";"santa cruz";480000;0;;11-07-25
RES-00289;17-08-25;17-08-25;18-08-25;cancelada;8309406-0;"luis contreras";si;"cabana 8";"santa cruz";120000;0;;14-08-25
RES-00290;07-05-25;07-05-25;15-05-25;ejecutada;10905503-4;"pedro rojas";no;"cabana 10";"la florida";960000;960000;transferencia;03-05-25
RES-00291;14-02-25;14-02-25;22-02-25;ejecutada;16741119-3;"luis contreras";no;"cabana 4";"santa cruz";960000;960000;efectivo;13-02-25
RES-00292;abc/12/25;17-02-25;19-02-25;reservada;17911506-9;"pedro rojas";si;"cabana 14";providencia;240000;0;;16-02-25
RES-00294;01-05-25;01-05-25;02-05-25;reservada;11086191-5;"ana silva";si;"cabana 6";providencia;120000;0;;30-04-25
RES-00296;02-10-25;02-10-25;04-10-25;reservada;24139677-0;"ana silva";no;"cabana 11";providencia;240000;0;;01-10-25
RES-00297;12-05-25;12-05-25;"12-05-25 11:00";ejecutada;21162735-2;"juan perez";no;"cancha tenis aire libre";"la florida";25000;25000;transferencia;09-05-25
RES-00298;19-09-25;19-09-25;23-09-25;cancelada;15562742-5;"maria gonzalez";no;"cabana 6";"santiago centro";480000;0;;14-09-25
RES-00299;19-04-25;19-04-25;23-04-25;cancelada;6389986-0;"luis contreras";no;"cabana 4";"santa cruz";480000;0;;14-04-25
RES-00300;01-07-25;01-07-25;03-07-25;ejecutada;15120266-7;"juan perez";no;"cabana 19";providencia;240000;240000;transferencia;29-06-25
RES-00304;10-03-25;10-03-25;14-03-25;ejecutada;13519552-9;"juan perez";no;"cabana 5";"la florida";480000;480000;efectivo;10-03-25
RES-00305;11-07-25;abc/12/25;18-07-25;ejecutada;19195488-2;"pedro rojas";no;"cabana 18";"la florida";840000;840000;tarjeta;10-07-25
RES-00306;11-12-25;11-12-25;13-12-25;reservada;9298423-0;"maria gonzalez";si;"cabana 10";providencia;240000;0;;09-12-25
RES-00307;01-12-25;01-12-25;03-12-25;ejecutada;10701917-0;"pedro rojas";no;"cabana 18";providencia;240000;240000;transferencia;29-11-25
RES-00309;19-11-25;19-11-25;28-11-25;cancelada;15804334-3;"luis contreras";no;"cabana 17";"santa cruz";1080000;0;;14-11-25
RES-00310;08-06-25;08-06-25;09-06-25;cancelada;22329198-8;"luis contreras";si;"cabana 8";"santiago centro";120000;0;;04-06-25
RES-00314;16-09-25;16-09-25;19-09-25;reservada;23451242-0;"juan perez";si;"cabana 8";"la florida";360000;0;;16-09-25
RES-00315;10-10-25;10-10-25;17-10-25;reservada;16054257-8;luis;si;"cabana 3";"santiago centro";840000;0;;08-10-25
RES-00316;02-07-25;02-07-25;06-07-25;reservada;11218435-k;"luis contreras";si;"cabana 4";"santiago centro";480000;0;;29-06-25
RES-00318;13-01-25;13-01-25;20-01-25;reservada;16460920-0;"maria gonzalez";si;"cabana 11";"santiago centro";840000;0;;12-01-25
RES-00320;05-10-25;05-10-25;09-10-25;cancelada;10698937-0;"pedro rojas";si;"cabana 12";"santiago centro";480000;0;;04-10-25
